SN,Pers1_id,pay5_2,pay5_3a,pay5_3aOther,pay5_3b__0,pay5_4,pay5_5,pay5_6
1369,Other family member,Rural village, , ,Morogoro,When they ask you to/in an emergency,Through mobile phone using the same network,Funeral expenses
8105,Other family member,Rural village, , ,Iringa,When they ask you to/in an emergency,Through mobile phone using the same network,Funeral expenses
4706,Other family member,Urban community, , ,Shinyanga,Only once off/Once a year,Through mobile phone using the same network,Funeral expenses
4851,Parent,Rural village, , ,Manyara,When they ask you to/in an emergency,Through mobile phone using the same network,Funeral expenses
8537,Child,Urban community, , ,Simiyu,Several times a year,Through mobile phone using the same network,Funeral expenses
6863,Child,Rural village, , ,Singida,Several times a year,Through mobile phone using the same network,Funeral expenses
5912,Child,Urban community, , ,Songwe,Several times a year,Through mobile phone using the same network,Funeral expenses
8196,Child,Urban community, , ,Songwe,Several times a year,Through mobile phone using the same network,Funeral expenses
2009,Child,Urban community, , ,Dar es Salaam,Several times a year,Through Agent,Hospital/medical expenses
140,Other family member,Urban community, , ,Tanga,Several times a year,Through Agent,Hospital/medical expenses
3705,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through Agent,Hospital/medical expenses
8938,Child,Rural village, , ,Mwanza,When you can,Through Agent,Hospital/medical expenses
3412,Other family member,Outside of Tanzania,Other specify,ZAMBIA, ,Only once off/Once a year,Friends or family takes it there,Hospital/medical expenses
7648,"Other, specify",Urban community, , ,Dar es Salaam,When you can,Friends or family takes it there,Hospital/medical expenses
7015,Friend,Urban community, , ,Tanga,Several times a year,Friends or family takes it there,Hospital/medical expenses
6531,Friend,Urban community, , ,Dar es Salaam,When you can,Friends or family takes it there,Hospital/medical expenses
4618,Friend,Rural village, , ,Mara,Several times a year,Friends or family takes it there,Hospital/medical expenses
9566,Friend,Urban community, , ,Kaskazini Unguja,When they ask you to/in an emergency,Friends or family takes it there,Hospital/medical expenses
2996,Other family member,Rural village, , ,Morogoro,When you can,Friends or family takes it there,Hospital/medical expenses
5096,Other family member,Rural village, , ,Iringa,When you can,Friends or family takes it there,Hospital/medical expenses
3323,Other family member,Rural village, , ,Rukwa,When they ask you to/in an emergency,Friends or family takes it there,Hospital/medical expenses
2441,Other family member,Urban community, , ,Dodoma,When they ask you to/in an emergency,Friends or family takes it there,Hospital/medical expenses
5737,Other family member,Rural village, , ,Kagera,Only once off/Once a year,Friends or family takes it there,Hospital/medical expenses
3174,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Friends or family takes it there,Hospital/medical expenses
1100,Other family member,Rural village, , ,Tanga,When they ask you to/in an emergency,Friends or family takes it there,Hospital/medical expenses
3447,Other family member,Urban community, , ,Mbeya,When they ask you to/in an emergency,Friends or family takes it there,Hospital/medical expenses
5845,Child,Rural village, , ,Songwe,When you can,Friends or family takes it there,Hospital/medical expenses
4620,Child,Urban community, , ,Shinyanga,Several times a year,Friends or family takes it there,Hospital/medical expenses
4169,Child,Urban community, , ,Kagera,When they ask you to/in an emergency,Friends or family takes it there,Hospital/medical expenses
312,Child,Urban community, , ,Dar es Salaam,Several times a year,Friends or family takes it there,Hospital/medical expenses
3927,Child,Urban community, , ,Kagera,When they ask you to/in an emergency,Friends or family takes it there,Hospital/medical expenses
3776,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Friends or family takes it there,Hospital/medical expenses
8120,Friend,Urban community, , ,Mbeya,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
5824,Friend,Rural village, , ,Songwe,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
7892,Friend,Rural village, , ,Lindi,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
6156,Friend,Rural village, , ,Kusini Unguja,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
8295,Friend,Urban community, , ,Shinyanga,When you can,Through mobile phone:different network,Hospital/medical expenses
3859,Friend,Urban community, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
8571,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
8572,Friend,Urban community, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
4669,Friend,Urban community, , ,Mwanza,Only once off/Once a year,Through mobile phone:different network,Hospital/medical expenses
7246,Friend,Urban community, , ,Morogoro,When you can,Through mobile phone:different network,Hospital/medical expenses
3195,Friend,Urban community, , ,Tanga,Several times a year,Through mobile phone:different network,Hospital/medical expenses
8654,Friend,Rural village, , ,Mwanza,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
5594,Other family member,Rural village, , ,Mwanza,Only once off/Once a year,Through mobile phone:different network,Hospital/medical expenses
6288,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
5370,Other family member,Rural village, , ,Simiyu,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
838,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
2361,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone:different network,Hospital/medical expenses
5828,Other family member,Rural village, , ,Kaskazini Unguja,Several times a year,Through mobile phone:different network,Hospital/medical expenses
2146,Other family member,Rural village, , ,Njombe,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
6290,Other family member,Urban community, , ,Tanga,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
9011,Other family member,Rural village, , ,Kigoma,Seasonally,Through mobile phone:different network,Hospital/medical expenses
3494,Other family member,Urban community, , ,Kigoma,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
2,Other family member,Urban community, , ,Simiyu,Several times a year,Through mobile phone:different network,Hospital/medical expenses
8429,Other family member,Urban community, , ,Kigoma,Several times a year,Through mobile phone:different network,Hospital/medical expenses
2165,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone:different network,Hospital/medical expenses
6527,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
4821,Other family member,Urban community, , ,Manyara,When they ask you to/in an emergency,Through mobile phone:different network,Hospital/medical expenses
