SN,Exp_id,E14_3,E14_2
6995,You had large unforeseen death/funeral expenses,Yes,Used savings;
1869,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
3987,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
5062,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
5062,You received no money/less money than you expected,Yes,Nothing
591,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
591,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
591,You received no money/less money than you expected,No,Nothing
6638,"You had large unforeseen expenses, specify",Yes,Borrowed money
97,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,No,Nothing
5368,You had large unforeseen medical expenses,Yes,Used savings;
2961,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
7426,You received no money/less money than you expected,Yes,Cut down on expenses
6997,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
6997,You received no money/less money than you expected,Yes,Worked more/did casual jobs
6997,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
821,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1870,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
3473,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
5370,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
2132,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
2132,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
2132,You received no money/less money than you expected,Yes,Cut down on expenses
2132,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
4277,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
4277,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Borrowed money
4277,You received no money/less money than you expected,Yes,Borrowed money
8291,You had large unforeseen medical expenses,No,Used savings;
8291,You had large unforeseen death/funeral expenses,No,Used savings;
6639,You received no money/less money than you expected,Yes,Cut down on expenses
6639,"You had large unforeseen expenses, specify",Yes,Cut down on expenses
98,You had large unforeseen medical expenses,Yes,Cut down on expenses
98,You received no money/less money than you expected,Yes,Cut down on expenses
4761,You had large unforeseen medical expenses,Yes,Nothing
4761,You had large unforeseen death/funeral expenses,Yes,Sold agriproducts/livestock/harvest
394,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
2548,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
8031,You had large unforeseen death/funeral expenses,Yes,Nothing
823,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
823,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
9005,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
9005,You received no money/less money than you expected,Yes,Used savings;
9162,You received no money/less money than you expected,Yes,Cut down on expenses
8032,You received no money/less money than you expected,Yes,Used savings;
8032,You had large unforeseen medical expenses,Yes,Used savings;
6145,You received no money/less money than you expected,Yes,Borrowed money
1872,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1873,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
9357,You received no money/less money than you expected,Yes,Used savings;
9357,You had large unforeseen medical expenses,Yes,Used savings;
8119,You had large unforeseen medical expenses,No,Sold agriproducts/livestock/harvest
8119,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
8119,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
1181,You had large unforeseen death/funeral expenses,Yes,Used savings;
1874,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1874,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
5605,You received no money/less money than you expected,Yes,Worked more/did casual jobs
5605,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
5605,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3270,You had large unforeseen medical expenses,Yes,Borrowed money
825,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
9611,You had large unforeseen death/funeral expenses,No,Borrowed money
9611,You had large unforeseen medical expenses,Yes,Borrowed money
9358,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
9358,You had large unforeseen medical expenses,Yes,Used savings;
9358,You received no money/less money than you expected,Yes,Borrowed money
9358,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
826,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
1875,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3988,You received no money/less money than you expected,Yes,Cut down on expenses
7891,You had large unforeseen medical expenses,Yes,Borrowed money
6351,You received no money/less money than you expected,Yes,Cut down on expenses
7117,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
7117,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
7117,You received no money/less money than you expected,Yes,Cut down on expenses
99,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Sold agriproducts/livestock/harvest
99,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
2133,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
4543,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
4543,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
4543,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
4543,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
4544,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
4544,You had large unforeseen medical expenses,Yes,Borrowed money
4544,You had large unforeseen death/funeral expenses,Yes,Borrowed money
4544,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
1484,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
1484,You had large unforeseen medical expenses,Yes,Used savings;
1484,You received no money/less money than you expected,No,Nothing
1484,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
4279,You received no money/less money than you expected,Yes,Borrowed money
4279,You had large unforeseen medical expenses,Yes,Borrowed money
4279,"You had large unforeseen expenses, specify",Yes,Borrowed money
5606,You received no money/less money than you expected,Yes,Worked more/did casual jobs
5606,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5606,You had large unforeseen medical expenses,Yes,Used savings;
2742,You had large unforeseen medical expenses,Yes,Used savings;
7432,You received no money/less money than you expected,Yes,Used savings;
3271,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
5372,You had large unforeseen death/funeral expenses,Yes,Cut down on expenses
9546,You had large unforeseen medical expenses,Yes,Borrowed money
9546,You received no money/less money than you expected,Yes,Worked more/did casual jobs
6507,You received no money/less money than you expected,Yes,Cut down on expenses
4762,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
3272,You received no money/less money than you expected,Yes,Worked more/did casual jobs
3272,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
3272,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
7939,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
7939,You received no money/less money than you expected,Yes,Cut down on expenses
7939,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
7939,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
