SN,Pers_id,pay2_2,pay2_3a,pay2_3aOther,pay2_3b__0,pay2_4,pay2_5,pay2_6
1708,Other family member,Urban community, , ,Mtwara,When they ask you to/in an emergency,Through mobile phone using the same network,Funeral expenses
7460,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Funeral expenses
7819,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Funeral expenses
1803,Parent,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Funeral expenses
7671,Parent,Rural village, , ,Pwani,Only once off/Once a year,Through mobile phone using the same network,Funeral expenses
598,Other family member,Urban community, , ,Morogoro,When they ask you to/in an emergency,Through mobile phone: different network,Funeral expenses
4854,Other family member,Rural village, , ,Morogoro,When they ask you to/in an emergency,Through mobile phone using the same network,Funeral expenses
1102,Parent,Urban community, , ,Kilimanjaro,Several times a year,Through Agent,Funeral expenses
498,Other family member,Rural village, , ,Kilimanjaro,Seasonally,Through mobile phone using the same network,Funeral expenses
7435,Other family member,Urban community, , ,Arusha,When they ask you to/in an emergency,Through mobile phone: different network,Funeral expenses
2367,Other family member,Urban community, , ,Dodoma,When they ask you to/in an emergency,Through mobile phone using the same network,Funeral expenses
8857,Other family member,Urban community, , ,Dodoma,When they ask you to/in an emergency,Through mobile phone using the same network,Funeral expenses
5227,"Other, specify",Rural village, , ,Tabora,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
8531,Parent,Rural village, , ,Shinyanga,Several times a year,Through mobile phone: different network,Hospital/medical expenses
3486,Friend,Urban community, , ,Katavi,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
6599,Spouse,Urban community, , ,Kusini Pemba,When they ask you to/in an emergency,Through mobile phone using the same network,Hospital/medical expenses
1999,Other family member,Urban community, , ,Kaskazini Pemba,When they ask you to/in an emergency,Friends or family takes it there,Hospital/medical expenses
6485,Other family member,Urban community, , ,Kaskazini Pemba,Several times a year,Through mobile phone using the same network,Hospital/medical expenses
6403,Parent,Urban community, , ,Mjini Magharibi,Several times a year,Through Agent,Hospital/medical expenses
6598,Other family member,Urban community, , ,Mjini Magharibi,Only once off/Once a year,Through Agent,Hospital/medical expenses
6559,Other family member,Urban community, , ,Mjini Magharibi,When they ask you to/in an emergency,Through Agent,Hospital/medical expenses
9891,Other family member,Urban community, , ,Mjini Magharibi,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
6407,Child,Urban community, , ,Mjini Magharibi,When they ask you to/in an emergency,Through mobile phone using the same network,Hospital/medical expenses
9829,Child,Urban community, , ,Mjini Magharibi,When they ask you to/in an emergency,Through mobile phone using the same network,Hospital/medical expenses
9879,Parent,Urban community, , ,Mjini Magharibi,Seasonally,Through mobile phone using the same network,Hospital/medical expenses
6423,Other family member,Urban community, , ,Mjini Magharibi,When they ask you to/in an emergency,Through mobile phone using the same network,Hospital/medical expenses
6156,Child,Rural village, , ,Kusini Unguja,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
6175,Other family member,Rural village, , ,Kusini Unguja,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
6181,Parent,Rural village, , ,Kusini Unguja,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
6160,Other family member,Rural village, , ,Kusini Unguja,When they ask you to/in an emergency,Through mobile phone using the same network,Hospital/medical expenses
9546,Parent,Rural village, , ,Kaskazini Unguja,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
5877,Child,Urban community, , ,Kaskazini Unguja,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
6033,Parent,Urban community, , ,Kaskazini Unguja,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
5979,Spouse,Rural village, , ,Songwe,Several times a year,Friends or family takes it there,Hospital/medical expenses
5751,Parent,Rural village, , ,Geita,Only once off/Once a year,Through Agent,Hospital/medical expenses
9383,Parent,Rural village, , ,Geita,When they ask you to/in an emergency,Through Agent,Hospital/medical expenses
5621,Parent,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
5662,Other family member,Urban community, , ,Geita,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
4396,Other family member,Urban community, , ,Geita,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
3096,Parent,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
9435,Other family member,Rural village, , ,Geita,Only once off/Once a year,Through mobile phone: different network,Hospital/medical expenses
5758,Other family member,Rural village, , ,Geita,Only once off/Once a year,Through mobile phone: different network,Hospital/medical expenses
9459,Friend,Rural village, , ,Geita,Seasonally,Through mobile phone: different network,Hospital/medical expenses
1458,Parent,Rural village, , ,Geita,When you can,Through mobile phone: different network,Hospital/medical expenses
3249,Parent,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone: different network,Hospital/medical expenses
4539,Friend,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Hospital/medical expenses
5607,Child,Urban community, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Hospital/medical expenses
9364,Other family member,Rural village, , ,Geita,Several times a year,Through mobile phone using the same network,Hospital/medical expenses
9365,Parent,Rural village, , ,Geita,When you can,Through mobile phone using the same network,Hospital/medical expenses
4001,Parent,Rural village, , ,Geita,Several times a year,Through mobile phone using the same network,Hospital/medical expenses
5623,Other family member,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Hospital/medical expenses
5639,Child,Urban community, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Hospital/medical expenses
9413,Other family member,Rural village, , ,Geita,When you can,Through mobile phone using the same network,Hospital/medical expenses
5688,Other family member,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Hospital/medical expenses
9430,Other family member,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Hospital/medical expenses
5706,Child,Rural village, , ,Geita,Only once off/Once a year,Through mobile phone using the same network,Hospital/medical expenses
9440,Other family member,Urban community, , ,Geita,Several times a year,Through mobile phone using the same network,Hospital/medical expenses
4653,Other family member,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Hospital/medical expenses
5742,Other family member,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Hospital/medical expenses
5757,Other family member,Rural village, , ,Geita,Several times a year,Through mobile phone using the same network,Hospital/medical expenses
5757,Parent,Rural village, , ,Geita,Only once off/Once a year,Through mobile phone using the same network,Hospital/medical expenses
4691,Other family member,Urban community, , ,Geita,Only once off/Once a year,Through mobile phone using the same network,Hospital/medical expenses
5772,Child,Rural village, , ,Geita,Only once off/Once a year,Through mobile phone using the same network,Hospital/medical expenses
